99158,5097450
99159,5097450
99166,5097450
99168,5097450
99170,5097450
99174,5097450
99180,5097450
99188,5097450
99194,5097450
99198,5097450
145406,5097606
145407,5097606
145408,5097606
145409,5097606
145421,5097606
145426,5097606
145436,5097606
145437,5097606
145441,5097606
145448,5097606
45369,5102865
45370,5102865
45371,5102865
45376,5102865
45382,5102865
45386,5102865
45390,5102865
45396,5102865
45399,5102865
45400,5102865
382701,5105843
382713,5105843
382716,5105843
382724,5105843
382726,5105843
382728,5105843
382733,5105843
382739,5105843
382744,5105843
382745,5105843
166402,5173876
166403,5173876
166414,5173876
166417,5173876
166424,5173876
166435,5173876
166436,5173876
166441,5173876
166446,5173876
166448,5173876
373160,5206362
373162,5206362
373165,5206362
373174,5206362
373175,5206362
373182,5206362
373184,5206362
373187,5206362
373190,5206362
373192,5206362
329702,5277062
329709,5277062
329719,5277062
329725,5277062
329726,5277062
329730,5277062
329734,5277062
329736,5277062
329746,5277062
329750,5277062
90306,5287847
90308,5287847
90309,5287847
90317,5287847
90321,5287847
90329,5287847
90330,5287847
90336,5287847
90337,5287847
90341,5287847
220252,5294307
220253,5294307
220259,5294307
220260,5294307
220275,5294307
220284,5294307
220290,5294307
220291,5294307
220294,5294307
220298,5294307
123604,5301980
123605,5301980
123611,5301980
123615,5301980
123619,5301980
123627,5301980
123628,5301980
123638,5301980
123645,5301980
123649,5301980
246608,5322518
246612,5322518
246613,5322518
246623,5322518
246627,5322518
246628,5322518
246629,5322518
246636,5322518
246646,5322518
246647,5322518
145352,5417820
145355,5417820
145362,5417820
145376,5417820
145377,5417820
145382,5417820
145386,5417820
145387,5417820
145388,5417820
145399,5417820
320807,5426663
320809,5426663
320810,5426663
320817,5426663
320825,5426663
320831,5426663
320832,5426663
320837,5426663
320839,5426663
320844,5426663
10851,6702301
10856,6702301
10858,6702301
10862,6702301
10863,6702301
10865,6702301
10876,6702301
10880,6702301
10893,6702301
10899,6702301
42451,6703214
42453,6703214
42457,6703214
42458,6703214
42460,6703214
42464,6703214
42468,6703214
42470,6703214
42475,6703214
42481,6703214
336404,6719330
336410,6719330
336414,6719330
336418,6719330
336419,6719330
336439,6719330
336442,6719330
336443,6719330
336445,6719330
336450,6719330
111252,6815237
111256,6815237
111261,6815237
111266,6815237
111267,6815237
111277,6815237
111284,6815237
111290,6815237
111292,6815237
111293,6815237
270052,7318901
270054,7318901
270059,7318901
270073,7318901
270074,7318901
270075,7318901
270079,7318901
270082,7318901
270084,7318901
270089,7318901
50404,7361544
50406,7361544
50408,7361544
50413,7361544
50414,7361544
50415,7361544
50417,7361544
50418,7361544
50421,7361544
50425,7361544
246451,7366398
246453,7366398
246461,7366398
246464,7366398
246472,7366398
246473,7366398
246477,7366398
246480,7366398
246485,7366398
246494,7366398
76908,7382677
76913,7382677
76917,7382677
76920,7382677
76922,7382677
76930,7382677
76934,7382677
76945,7382677
76948,7382677
76949,7382677
115501,7414183
115502,7414183
115514,7414183
115516,7414183
115521,7414183
115525,7414183
115526,7414183
115529,7414183
115535,7414183
115541,7414183
145302,7422881
145311,7422881
145315,7422881
145319,7422881
145331,7422881
145343,7422881
145344,7422881
145345,7422881
145347,7422881
145348,7422881
183201,7610103
183202,7610103
183205,7610103
183211,7610103
183213,7610103
183221,7610103
183227,7610103
183240,7610103
183241,7610103
183250,7610103
297302,7637852
297315,7637852
297324,7637852
297326,7637852
297327,7637852
297329,7637852
297337,7637852
297344,7637852
297346,7637852
297347,7637852
320056,7702827
320060,7702827
320061,7702827
320065,7702827
320078,7702827
320079,7702827
320085,7702827
320087,7702827
320098,7702827
320100,7702827
211007,7721225
211012,7721225
211024,7721225
211025,7721225
211037,7721225
211039,7721225
211041,7721225
211047,7721225
211048,7721225
211050,7721225
290252,7721249
290263,7721249
290269,7721249
290271,7721249
290274,7721249
290279,7721249
290286,7721249
290292,7721249
290294,7721249
290297,7721249
