215955,7412020
215961,7412020
215977,7412020
215978,7412020
215979,7412020
215982,7412020
215989,7412020
215993,7412020
215997,7412020
216000,7412020
263501,7415137
263513,7415137
263514,7415137
263515,7415137
263523,7415137
263531,7415137
263535,7415137
263544,7415137
263545,7415137
263546,7415137
144756,8516952
144757,8516952
144767,8516952
144769,8516952
144770,8516952
144781,8516952
144784,8516952
144786,8516952
144790,8516952
144796,8516952
105952,8516964
105958,8516964
105974,8516964
105979,8516964
105983,8516964
105984,8516964
105987,8516964
105988,8516964
105993,8516964
105995,8516964
15457,8516988
15461,8516988
15467,8516988
15477,8516988
15480,8516988
15481,8516988
15489,8516988
15493,8516988
15498,8516988
15499,8516988
147552,9043615
147553,9043615
147554,9043615
147559,9043615
147566,9043615
147571,9043615
147573,9043615
147581,9043615
147588,9043615
147600,9043615
47906,9056985
47909,9056985
47915,9056985
47920,9056985
47923,9056985
47934,9056985
47940,9056985
47941,9056985
47945,9056985
47950,9056985
186306,9178410
186321,9178410
186328,9178410
186330,9178410
186332,9178410
186341,9178410
186345,9178410
186347,9178410
186349,9178410
186350,9178410
227557,9179751
227560,9179751
227563,9179751
227567,9179751
227568,9179751
227575,9179751
227582,9179751
227583,9179751
227587,9179751
227598,9179751
249154,9203203
249156,9203203
249164,9203203
249168,9203203
249169,9203203
249172,9203203
249174,9203203
249182,9203203
249185,9203203
249191,9203203
374757,9418042
374764,9418042
374765,9418042
374777,9418042
374780,9418042
374781,9418042
374784,9418042
374788,9418042
374790,9418042
374794,9418042
